0,1,2,3,4,5,6,7,8
6,Ritco Logistics Ltd.,1.61,1.61,1.61,1.61,1.61,7.29,deepinder-singh-poonian
7,T&I Global Ltd.,1.88,1.88,1.88,1.88,1.88,1.38,deepinder-singh-poonian
8,Active Clothing Co Ltd.,1.06,-,1.06,1.06,1.06,0.66,deepinder-singh-poonian
9,Barak Valley Cements Ltd.,1.37,1.66,-,1.97,2.10,1.89,deepinder-singh-poonian
10,DRA Consultants Ltd.,1.34,-,1.78,-,2.23,0.73,deepinder-singh-poonian
11,Link Pharma Chem Ltd.,-,-,1.73,2.30,1.65,0.29,deepinder-singh-poonian
12,Premier Synthetics Ltd.,-,-,2.13,2.43,2.95,0.15,deepinder-singh-poonian
13,Aditya Spinners Ltd.,-,-,-,-,1.18,0.40,deepinder-singh-poonian
14,Agro Phos India Ltd.,-,-,-,-,1.14,0.87,deepinder-singh-poonian
15,Shree Steel Wire Ropes Ltd.,-,-,-,-,1.09,0.11,deepinder-singh-poonian
1,Archit Organosys Ltd.,-,-,-,-,-,0,dheeraj-kumar-lohia
2,Austin Engineering Company Ltd.,4.99,4.99,4.67,3.48,2.43,1.41,dheeraj-kumar-lohia
3,Ceenik Exports (India) Ltd.,1.99,1.99,1.99,1.99,1.99,0.08,dheeraj-kumar-lohia
4,Choksi Laboratories Ltd.,3.30,4.21,4.35,4.35,4.35,1.29,dheeraj-kumar-lohia
5,Conart Engineers Ltd.,1.65,1.30,1.30,-,-,0,dheeraj-kumar-lohia
6,Continental Petroleums Ltd.,3.74,3.74,3.74,3.74,3.74,1.07,dheeraj-kumar-lohia
7,D&H India Ltd.,2.49,2.48,-,-,-,0,dheeraj-kumar-lohia
8,Eimco Elecon (India) Ltd.,1.31,1.21,1.18,1.11,1.09,3.76,dheeraj-kumar-lohia
9,Epic Energy Ltd.,1.92,1.92,1.92,1.92,1.92,0.10,dheeraj-kumar-lohia
10,Harish Textile Engineers Ltd.,1.34,1.34,1.34,1.34,1.34,0.15,dheeraj-kumar-lohia
11,Innovative Tech Pack Ltd.,1.20,1.13,1.11,1.11,1.06,0.42,dheeraj-kumar-lohia
12,Jasch Industries Ltd.,1.71,1.35,1.04,-,-,0,dheeraj-kumar-lohia
13,Kamdhenu Ltd.,1.38,1.47,1.46,-,-,0,dheeraj-kumar-lohia
14,Kovilpatti Lakshmi Roller Flour Mills Ltd.,1.34,1.34,1.31,-,-,0,dheeraj-kumar-lohia
15,Kuwer Industries Ltd.,1.52,1.52,1.52,1.52,1.52,0.10,dheeraj-kumar-lohia
16,Parnax Lab Ltd.,-,-,-,-,-,0,dheeraj-kumar-lohia
17,Pee Cee Cosma Sope Ltd.,1.12,1.09,1.09,1.07,1.07,0.33,dheeraj-kumar-lohia
18,Photoquip (India) Ltd.,2.82,2.82,2.82,2.66,2.66,0.24,dheeraj-kumar-lohia
19,Prima Plastics Ltd.,1.93,1.93,1.93,1.93,1.93,2.72,dheeraj-kumar-lohia
20,Rama Vision Ltd.,2.46,2.46,2.33,2.21,2.21,0.84,dheeraj-kumar-lohia
21,Rapicut Carbides Ltd.,1.14,1.14,-,-,-,0,dheeraj-kumar-lohia
22,Raunaq EPC International Ltd.,1.29,1.29,1.29,1.29,1.29,0.09,dheeraj-kumar-lohia
23,Rishi Techtex Ltd.,3.64,3.64,3.84,3.86,3.89,0.59,dheeraj-kumar-lohia
24,Savera Industries Ltd.,1.21,1.21,1.21,1.21,1.21,0.89,dheeraj-kumar-lohia
25,Seven Hill Industries Ltd.,1.27,1.27,1.27,1.27,2.54,0.18,dheeraj-kumar-lohia
26,Sterling Green Woods Ltd.,3.92,3.92,3.92,4.04,4.04,0.60,dheeraj-kumar-lohia
27,Sunil Healthcare Ltd.,1.46,-,-,-,-,0,dheeraj-kumar-lohia
28,TAAL Enterprises Ltd.,2.20,2.03,1.99,2.06,2.06,11.85,dheeraj-kumar-lohia
29,Unjha Formulations Ltd.,1.15,1.15,1.15,1.15,1.15,0.07,dheeraj-kumar-lohia
30,Vikram Thermo (India) Ltd.,2.24,-,-,-,-,0,dheeraj-kumar-lohia
31,Virat Crane Industries Ltd.,-,-,-,1.08,1.20,0.73,dheeraj-kumar-lohia
32,Zenith Fibres Ltd.,4.40,4.40,4.40,4.40,4.34,1.16,dheeraj-kumar-lohia
33,B&A Packaging India Ltd.,1.23,1.37,-,1.39,1.39,1.33,dheeraj-kumar-lohia
34,Hanman Fit Ltd.,1.20,-,1.20,-,1.20,0.02,dheeraj-kumar-lohia
35,Linc Ltd.,2.16,2.30,2.30,2.38,2.37,21.20,dheeraj-kumar-lohia
36,Maestros Electronics & Telecommunications Systems Ltd.,-,2.77,2.79,2.53,2.53,0.64,dheeraj-kumar-lohia
37,Riba Textiles Ltd.,1.96,1.96,1.96,1.96,1.96,0.70,dheeraj-kumar-lohia
38,Sheetal Cool Products Ltd.,1.63,-,-,-,-,0,dheeraj-kumar-lohia
39,Shivalik Bimetal Controls Ltd.,1.02,1.02,1.02,1.02,1.02,28.83,dheeraj-kumar-lohia
40,The Byke Hospitality Ltd.,1.12,-,-,-,-,0,dheeraj-kumar-lohia
41,International Travel House Ltd.,1.46,1.84,1.95,1.94,1.84,4.71,dheeraj-kumar-lohia
42,Cupid Ltd.,1.05,-,-,1.67,1.67,6.26,dheeraj-kumar-lohia
43,Gujarat Terce Laboratories Ltd.,1.88,1.49,1.49,1.49,1.49,0.21,dheeraj-kumar-lohia
44,Keerthi Industries Ltd.,1.54,1.67,1.84,1.91,1.91,2.19,dheeraj-kumar-lohia
45,Lincoln Pharmaceuticals Ltd.,1.07,1.31,1.33,1.33,1.32,10.36,dheeraj-kumar-lohia
46,Medi-Caps Ltd.,-,1.22,1.62,1.94,2.14,1.00,dheeraj-kumar-lohia
47,Fiberweb (India) Ltd.,-,-,1.71,1.81,2.23,2.18,dheeraj-kumar-lohia
48,Kothari Fermentation & Biochem Ltd.,-,-,1.72,2.08,2.18,1.46,dheeraj-kumar-lohia
49,Archies Ltd.,-,-,-,1.15,1.31,0.91,dheeraj-kumar-lohia
50,IZMO Ltd.,-,-,-,1.27,1.39,2.32,dheeraj-kumar-lohia
51,Dhruv Consultancy Services Ltd.,-,-,-,-,1.04,0.89,dheeraj-kumar-lohia
52,Kamdhenu Ventures Ltd.,-,-,-,-,1.47,,dheeraj-kumar-lohia
53,Kerala Ayurveda Ltd.,-,-,-,-,2.05,2.23,dheeraj-kumar-lohia
54,Libas Consumer Products Ltd.,-,-,-,-,1.04,0.33,dheeraj-kumar-lohia
55,Mohini Health & Hygiene Ltd.,-,-,-,-,1.97,1.85,dheeraj-kumar-lohia
1,Acrow India Ltd.,1.56,-,1.56,-,-,0,dipak-kanayalal-shah
2,Ajel Ltd.,1.03,1.03,-,-,-,0,dipak-kanayalal-shah
3,Amrutanjan Health Care Ltd.,1.51,1.52,1.53,1.54,1.55,27.36,dipak-kanayalal-shah
4,Continental Controls Ltd.,-,-,-,-,-,0,dipak-kanayalal-shah
5,Cranex Ltd.,3.75,-,-,-,-,0,dipak-kanayalal-shah
6,Cravatex Ltd.,2.59,2.59,1.01,-,-,0,dipak-kanayalal-shah
7,Cubex Tubings Ltd.,1.01,1.01,-,-,-,0,dipak-kanayalal-shah
8,Deco-Mica Ltd.,1.10,-,1.10,1.19,-,0,dipak-kanayalal-shah
9,Diamines & Chemicals Ltd.,1.07,1.07,1.00,1.00,1.02,5.14,dipak-kanayalal-shah
10,Gajra Bevel Gears Ltd.,-,-,-,-,Filing Due,0,dipak-kanayalal-shah
11,Garnet Construction Ltd.,1.15,1.15,-,-,-,0,dipak-kanayalal-shah
12,Gujarat Intrux Ltd.,4.45,4.45,2.91,2.04,1.80,1.08,dipak-kanayalal-shah
13,Inducto Steel Ltd.,3.11,1.00,1.02,-,-,0,dipak-kanayalal-shah
14,Integra Engineering India Ltd.,2.19,2.19,-,-,-,0,dipak-kanayalal-shah
15,Ishan Dyes & Chemicals Ltd.,1.18,1.14,1.22,1.35,1.20,1.65,dipak-kanayalal-shah
16,Jyoti Ltd.,2.17,2.23,2.88,3.68,3.25,1.24,dipak-kanayalal-shah
17,Kilitch Drugs (India) Ltd.,3.05,3.05,3.06,3.08,3.08,8.36,dipak-kanayalal-shah
18,Kuwer Industries Ltd.,1.76,1.10,1.10,1.10,1.10,0.08,dipak-kanayalal-shah
19,Lippi Systems Ltd.,2.14,2.19,2.19,2.19,2.25,0.28,dipak-kanayalal-shah
20,Majestic Auto Ltd.,2.16,2.21,-,-,-,0,dipak-kanayalal-shah
21,Multibase India Ltd.,1.12,1.12,1.15,1.19,1.19,2.79,dipak-kanayalal-shah
22,Organic Coatings Ltd.,8.48,7.96,7.82,7.49,7.30,0.34,dipak-kanayalal-shah
23,Rajasthan Tube Manufacturing Company Ltd.,-,-,-,-,-,0,dipak-kanayalal-shah
24,Rap Media Ltd.,1.96,2.21,2.21,2.21,2.21,0.33,dipak-kanayalal-shah
25,Revathi Equipment Ltd.,1.50,-,-,-,-,0,dipak-kanayalal-shah
26,Saboo Sodium Chloro Ltd.,3.64,2.81,4.46,4.28,3.80,2.91,dipak-kanayalal-shah
27,Solitaire Machine Tools Ltd.,-,-,-,-,-,0,dipak-kanayalal-shah
28,Spenta International Ltd.,1.27,-,-,-,-,0,dipak-kanayalal-shah
29,SR Industries Ltd.,-,2.54,2.54,2.54,Filing Due,0.07,dipak-kanayalal-shah
30,SSPDL Ltd.,1.96,1.96,2.01,2.01,2.01,0.39,dipak-kanayalal-shah
31,Sunshield Chemicals Ltd.,2.38,1.50,1.02,1.02,1.02,4.38,dipak-kanayalal-shah
32,WEP Solutions Ltd.,4.86,4.97,4.95,5.15,4.95,3.48,dipak-kanayalal-shah
33,Arrow Greentech Ltd.,1.24,1.24,1.24,1.16,1.16,4.54,dipak-kanayalal-shah
34,GS Auto International Ltd.,-,-,-,-,-,0,dipak-kanayalal-shah
35,Gujarat Apollo Industries Ltd.,1.40,1.41,1.58,1.70,1.72,3.99,dipak-kanayalal-shah
36,Gujarat Themis Biosyn Ltd.,1.04,1.04,1.04,1.04,1.05,11.22,dipak-kanayalal-shah
37,Virat Crane Industries Ltd.,1.28,1.30,1.35,1.35,1.22,0.74,dipak-kanayalal-shah
38,Borosil Ltd.,1.02,1.03,1.03,1.04,1.05,48.66,dipak-kanayalal-shah
39,Chandni Machines Ltd.,1.08,1.15,1.24,1.55,4.34,0.21,dipak-kanayalal-shah
40,Jumbo Bag Ltd.,1.31,1.31,-,-,-,0,dipak-kanayalal-shah
41,Duropack Ltd.,-,1.01,1.01,-,-,0,dipak-kanayalal-shah
42,Indo Borax & Chemicals Ltd.,-,1.04,1.04,1.04,1.06,3.99,dipak-kanayalal-shah
43,Milestone Global Ltd.,-,2.49,2.49,2.49,1.65,0.15,dipak-kanayalal-shah
44,Hipolin Ltd.,-,-,1.28,1.28,1.34,0.30,dipak-kanayalal-shah
45,Hittco Tools Ltd.,-,-,1.22,-,-,0,dipak-kanayalal-shah
46,Tranway Technologies Ltd.,-,-,1.04,-,1.04,0.10,dipak-kanayalal-shah
47,COSYN Ltd.,-,-,-,1.33,1.33,0.30,dipak-kanayalal-shah
48,Spectrum Foods Ltd.,-,-,-,1.03,-,0,dipak-kanayalal-shah
49,Aplab Ltd.,-,-,-,-,1.08,0.32,dipak-kanayalal-shah
1,Bannari Amman Spinning Mills Ltd.,5.99,5.99,5.99,5.99,5.99,16.55,gagandeep-credit-capital-pvt-ltd
2,Bannari Amman Sugars Ltd.,5.48,5.48,5.48,5.48,5.48,198.05,gagandeep-credit-capital-pvt-ltd
3,Elgi Equipments Ltd.,5.15,5.15,-,4.80,4.80,706.88,gagandeep-credit-capital-pvt-ltd
4,Elpro International Ltd.,1.73,1.73,1.73,1.73,1.73,18.50,gagandeep-credit-capital-pvt-ltd
5,Grasim Industries Ltd.,1.31,1.33,1.38,1.38,1.38,"1,563.13",gagandeep-credit-capital-pvt-ltd
6,IP Rings Ltd.,1.93,1.93,-,1.93,1.93,2.26,gagandeep-credit-capital-pvt-ltd
7,JSW Steel Ltd.,2.08,2.10,2.10,2.10,2.08,"3,646.68",gagandeep-credit-capital-pvt-ltd
8,Kartik Investments Trust Ltd.,2.54,2.54,2.54,2.54,2.54,0.37,gagandeep-credit-capital-pvt-ltd
9,Lakshmi Machine Works Ltd.,4.45,4.45,4.45,4.45,4.45,507.43,gagandeep-credit-capital-pvt-ltd
10,Rane Engine Valve Ltd.,1.22,1.22,-,1.22,1.16,1.80,gagandeep-credit-capital-pvt-ltd
11,Shreenath Investment Company Ltd.,4.76,4.76,4.76,4.76,4.76,,gagandeep-credit-capital-pvt-ltd
12,TVS Srichakra Ltd.,4.40,4.40,4.40,4.40,4.40,95.43,gagandeep-credit-capital-pvt-ltd
13,Kirloskar Industries Ltd.,1.23,1.22,1.22,1.22,1.21,30.70,gagandeep-credit-capital-pvt-ltd
14,Silver Touch Technologies Ltd.,-,7.10,-,7.10,7.10,30.89,gagandeep-credit-capital-pvt-ltd
15,Precot Ltd.,-,2.58,-,2.58,2.58,5.57,gagandeep-credit-capital-pvt-ltd
16,Asahi India Glass Ltd.,-,-,3.52,3.52,3.52,409.18,gagandeep-credit-capital-pvt-ltd
17,Prism Johnson Ltd.,-,-,1.07,1.07,1.07,66.87,gagandeep-credit-capital-pvt-ltd
18,The Hi-Tech Gears Ltd.,-,-,0.82,-,-,0,gagandeep-credit-capital-pvt-ltd
1,Amco India Ltd.,3.41,3.41,3.41,3.41,3.41,0.80,harsha-hitesh-javeri
2,Aneri Fincap Ltd.,8.47,8.47,-,-,-,0,harsha-hitesh-javeri
3,Aroma Enterprises (India) Ltd.,1.02,1.02,1.02,-,1.02,0.14,harsha-hitesh-javeri
4,Beeyu Overseas Ltd.,5.00,5.00,5.00,5.00,5.00,0.14,harsha-hitesh-javeri
5,Bemco Hydraulics Ltd.,4.75,4.75,4.75,4.75,4.75,5.46,harsha-hitesh-javeri
6,Betala Global Securities Ltd.,-,1.75,1.75,1.75,1.75,,harsha-hitesh-javeri
7,Century Enka Ltd.,5.38,5.38,5.38,5.38,5.38,47.31,harsha-hitesh-javeri
8,Cochin Malabar Estates & Industries Ltd.,3.00,3.00,3.00,3.00,3.00,0.33,harsha-hitesh-javeri
9,Cranex Ltd.,5.20,-,5.20,5.20,5.20,1.06,harsha-hitesh-javeri
10,Dhunseri Investments Ltd.,1.80,1.80,1.80,1.80,1.80,6.92,harsha-hitesh-javeri
11,DIC India Ltd.,6.33,6.33,6.48,6.63,6.63,25.63,harsha-hitesh-javeri
12,Eastern Silk Industries Ltd.,2.31,2.31,2.31,2.31,2.31,0.38,harsha-hitesh-javeri
13,Essar Securities Ltd.,7.00,7.00,-,-,7.00,0.31,harsha-hitesh-javeri
14,Gujarat Poly Electronics Ltd.,-,5.50,5.50,5.50,6.32,2.01,harsha-hitesh-javeri
15,Haria Exports Ltd.,4.34,4.34,4.34,4.34,4.34,0.22,harsha-hitesh-javeri
16,Harrisons Malayalam Ltd.,5.00,5.00,5.00,5.00,5.00,10.79,harsha-hitesh-javeri
17,Hindoostan Mills Ltd.,2.00,2.00,2.00,2.00,2.00,0.72,harsha-hitesh-javeri
18,Hindustan Hardy Ltd.,3.35,3.35,3.35,3.35,3.35,1.32,harsha-hitesh-javeri
19,ITD Cementation India Ltd.,2.33,2.33,2.33,2.33,2.33,49.49,harsha-hitesh-javeri
20,Kiduja India Ltd.,4.31,4.31,4.31,4.31,4.31,0.45,harsha-hitesh-javeri
21,Kinetic Engineering Ltd.,2.17,2.17,2.13,3.05,2.04,3.80,harsha-hitesh-javeri
22,Mahasagar Travels Ltd.,6.32,6.32,6.32,6.32,6.32,0.24,harsha-hitesh-javeri
23,MP Agro Industries Ltd.,4.37,4.37,4.37,4.37,4.37,0.17,harsha-hitesh-javeri
24,National Oxygen Ltd.,1.59,1.59,1.59,1.59,1.59,0.65,harsha-hitesh-javeri
25,National Steel & Agro Industries Ltd.,2.80,2.80,2.80,2.80,2.80,0.52,harsha-hitesh-javeri
26,PAOS Industries Ltd,1.43,1.43,1.43,1.43,1.43,0.09,harsha-hitesh-javeri
27,Polylink Polymers (India) Ltd.,3.18,3.18,3.18,3.18,3.18,1.36,harsha-hitesh-javeri
28,Prabhav Industries Ltd.,1.41,1.41,1.41,1.41,1.41,,harsha-hitesh-javeri
29,Pradhin Ltd.,1.31,1.31,1.31,1.31,1.31,0.23,harsha-hitesh-javeri
30,Ras Resorts & Apart Hotels Ltd.,1.51,1.51,1.51,1.51,1.51,0.17,harsha-hitesh-javeri
31,Rasandik Engineering Industries India Ltd.,3.94,3.94,3.94,3.94,3.94,1.94,harsha-hitesh-javeri
32,Roselabs Finance Ltd.,3.24,3.24,3.24,3.24,3.24,0.72,harsha-hitesh-javeri
33,Shetron Ltd.,8.18,8.18,8.34,8.34,8.34,4.52,harsha-hitesh-javeri
34,Shree Digvijay Cement Company Ltd.,1.53,1.53,1.53,1.53,1.52,15.86,harsha-hitesh-javeri
35,Shree Hanuman Sugar & Industries Ltd.,4.05,4.05,4.05,4.05,4.05,,harsha-hitesh-javeri
36,Shree Steel Wire Ropes Ltd.,4.97,4.97,4.97,4.97,4.97,0.49,harsha-hitesh-javeri
37,Shriram Asset Management Company Ltd.,3.49,3.49,3.49,3.49,3.25,2.70,harsha-hitesh-javeri
38,SPEL Semiconductor Ltd.,-,1.84,3.68,1.84,-,0,harsha-hitesh-javeri
39,Standard Batteries Ltd.,1.58,1.58,1.58,1.58,1.58,0.26,harsha-hitesh-javeri
40,Stanpacks (India) Ltd.,4.91,4.91,4.91,4.91,4.91,0.28,harsha-hitesh-javeri
41,STEL Holdings Ltd.,4.49,4.49,4.49,4.49,4.49,12.12,harsha-hitesh-javeri
42,Stellant Securities (India) Ltd.,4.96,4.96,4.96,4.96,4.96,0.04,harsha-hitesh-javeri
43,Suncity Synthetics Ltd.,6.71,6.71,6.71,6.71,6.71,0.20,harsha-hitesh-javeri
44,Tainwala Chemicals & Plastics (India) Ltd.,1.61,1.61,1.61,1.61,1.61,1.64,harsha-hitesh-javeri
45,Tamilnadu Petroproducts Ltd.,4.68,4.68,4.68,4.68,4.68,35.60,harsha-hitesh-javeri
46,Tarai Foods Ltd.,-,5.19,5.19,5.19,5.19,0.51,harsha-hitesh-javeri
47,Thakkers Developers Ltd.,1.35,1.35,1.35,1.35,1.35,1.74,harsha-hitesh-javeri
48,W.S. Industries (India) Ltd.,3.45,2.93,2.93,2.57,2.17,6.71,harsha-hitesh-javeri
49,Williamson Magor & Company Ltd.,5.39,5.39,5.39,5.39,5.39,1.08,harsha-hitesh-javeri
50,Zenith Steel Pipes & Industries Ltd.,7.03,7.03,7.03,7.03,7.03,4.35,harsha-hitesh-javeri
51,KMF Builders & Developers Ltd.,4.96,4.96,4.96,4.96,4.96,0.23,harsha-hitesh-javeri
52,VCK Capital Market Services Ltd.,1.66,1.66,-,1.66,1.66,0.48,harsha-hitesh-javeri
53,Howard Hotels Ltd.,-,-,5.21,5.21,5.21,0.38,harsha-hitesh-javeri
54,Garg Furnace Ltd.,3.25,3.25,3.25,3.25,3.25,0.63,harsha-hitesh-javeri
55,Lippi Systems Ltd.,1.05,1.05,1.05,1.05,1.05,0.13,harsha-hitesh-javeri
56,Cindrella Hotels Ltd.,-,1.09,1.09,1.09,1.09,0.20,harsha-hitesh-javeri
1,Banas Finance Ltd.,3.94,3.94,2.10,2.10,2.10,1.27,hemangini-vinitkumar-parikh
2,Tilak Ventures Ltd.,-,2.83,2.83,2.83,2.85,2.35,hemangini-vinitkumar-parikh
1,Finolex Industries Ltd.,1.21,1.21,-,1.21,1.21,125.76,hiten-anantrai-sheth
2,Rane Engine Valve Ltd.,2.02,2.02,2.02,2.02,1.92,2.98,hiten-anantrai-sheth
3,Asahi India Glass Ltd.,-,-,2.47,2.47,2.47,287.13,hiten-anantrai-sheth
4,The Hi-Tech Gears Ltd.,-,-,3.31,-,-,0,hiten-anantrai-sheth
1,Amco India Ltd.,3.41,3.41,3.41,3.41,3.41,0.80,hitesh-ramji-javeri
2,Aneri Fincap Ltd.,8.47,8.47,-,-,-,0,hitesh-ramji-javeri
3,Aroma Enterprises (India) Ltd.,1.02,1.02,1.02,-,1.02,0.14,hitesh-ramji-javeri
4,Beeyu Overseas Ltd.,5.00,5.00,5.00,5.00,5.00,0.14,hitesh-ramji-javeri
5,Bemco Hydraulics Ltd.,4.75,4.75,4.75,4.75,4.75,5.46,hitesh-ramji-javeri
6,Betala Global Securities Ltd.,-,1.75,1.75,1.75,1.75,,hitesh-ramji-javeri
7,Century Enka Ltd.,5.38,5.38,5.38,5.38,5.38,47.31,hitesh-ramji-javeri
8,Cochin Malabar Estates & Industries Ltd.,3.00,3.00,3.00,3.00,3.00,0.33,hitesh-ramji-javeri
9,Cranex Ltd.,5.20,-,5.20,5.20,5.20,1.06,hitesh-ramji-javeri
10,Dhunseri Investments Ltd.,1.80,1.80,1.80,1.80,1.80,6.92,hitesh-ramji-javeri
11,DIC India Ltd.,6.33,6.33,6.48,6.63,6.63,25.63,hitesh-ramji-javeri
12,Eastern Silk Industries Ltd.,2.31,2.31,2.31,2.31,2.31,0.38,hitesh-ramji-javeri
13,Essar Securities Ltd.,7.00,7.00,-,-,7.00,0.31,hitesh-ramji-javeri
14,Gujarat Poly Electronics Ltd.,-,5.50,5.50,5.50,6.32,2.01,hitesh-ramji-javeri
15,Haria Exports Ltd.,4.34,4.34,4.34,4.34,4.34,0.22,hitesh-ramji-javeri
16,Harrisons Malayalam Ltd.,5.00,5.00,5.00,5.00,5.00,10.79,hitesh-ramji-javeri
17,Hindustan Hardy Ltd.,3.35,3.35,3.35,3.35,3.35,1.32,hitesh-ramji-javeri
18,ITD Cementation India Ltd.,2.33,2.33,2.33,2.33,2.33,49.49,hitesh-ramji-javeri
19,Kiduja India Ltd.,4.31,4.31,4.31,4.31,4.31,0.45,hitesh-ramji-javeri
20,Kinetic Engineering Ltd.,2.17,2.17,2.13,3.05,2.04,3.80,hitesh-ramji-javeri
21,Mahasagar Travels Ltd.,6.32,6.32,6.32,6.32,6.32,0.24,hitesh-ramji-javeri
22,MP Agro Industries Ltd.,4.37,4.37,4.37,4.37,4.37,0.17,hitesh-ramji-javeri
23,National Oxygen Ltd.,1.59,1.59,1.59,1.59,1.59,0.65,hitesh-ramji-javeri
24,National Steel & Agro Industries Ltd.,2.80,2.80,2.80,2.80,2.80,0.52,hitesh-ramji-javeri
25,PAOS Industries Ltd,1.43,1.43,1.43,1.43,1.43,0.09,hitesh-ramji-javeri
26,Prabhav Industries Ltd.,1.41,1.41,1.41,1.41,1.41,,hitesh-ramji-javeri
27,Pradhin Ltd.,1.31,1.31,1.31,1.31,1.31,0.23,hitesh-ramji-javeri
28,Ras Resorts & Apart Hotels Ltd.,1.51,1.51,1.51,1.51,1.51,0.17,hitesh-ramji-javeri
29,Rasandik Engineering Industries India Ltd.,3.94,3.94,3.94,3.94,3.94,1.94,hitesh-ramji-javeri
30,Roselabs Finance Ltd.,3.24,3.24,3.24,3.24,3.24,0.72,hitesh-ramji-javeri
31,Shetron Ltd.,8.18,8.18,8.34,8.34,8.34,4.52,hitesh-ramji-javeri
32,Shree Digvijay Cement Company Ltd.,1.53,1.53,1.53,1.53,1.52,15.86,hitesh-ramji-javeri
33,Shree Hanuman Sugar & Industries Ltd.,4.05,4.05,4.05,4.05,4.05,,hitesh-ramji-javeri
34,Shree Steel Wire Ropes Ltd.,4.97,4.97,4.97,4.97,4.97,0.49,hitesh-ramji-javeri
35,Shriram Asset Management Company Ltd.,3.49,3.49,3.49,3.49,3.25,2.70,hitesh-ramji-javeri
36,SPEL Semiconductor Ltd.,-,1.84,3.68,1.84,-,0,hitesh-ramji-javeri
37,Standard Batteries Ltd.,1.58,1.58,1.58,1.58,1.58,0.26,hitesh-ramji-javeri
38,Stanpacks (India) Ltd.,4.91,4.91,4.91,4.91,4.91,0.28,hitesh-ramji-javeri
39,STEL Holdings Ltd.,4.49,4.49,4.49,4.49,4.49,12.12,hitesh-ramji-javeri
40,Stellant Securities (India) Ltd.,4.96,4.96,4.96,4.96,4.96,0.04,hitesh-ramji-javeri
41,Suncity Synthetics Ltd.,6.71,6.71,6.71,6.71,6.71,0.20,hitesh-ramji-javeri
42,Tainwala Chemicals & Plastics (India) Ltd.,1.61,1.61,1.61,1.61,1.61,1.64,hitesh-ramji-javeri
43,Tamilnadu Petroproducts Ltd.,4.68,4.68,4.68,4.68,4.68,35.60,hitesh-ramji-javeri
44,Tarai Foods Ltd.,-,5.19,5.19,5.19,5.19,0.51,hitesh-ramji-javeri
45,Thakkers Developers Ltd.,1.35,1.35,1.35,1.35,1.35,1.74,hitesh-ramji-javeri
46,W.S. Industries (India) Ltd.,3.45,2.93,2.93,2.57,2.17,6.71,hitesh-ramji-javeri
47,Williamson Magor & Company Ltd.,5.39,5.39,5.39,5.39,5.39,1.08,hitesh-ramji-javeri
48,Zenith Steel Pipes & Industries Ltd.,7.03,7.03,7.03,7.03,7.03,4.35,hitesh-ramji-javeri
49,KMF Builders & Developers Ltd.,4.96,4.96,4.96,4.96,4.96,0.23,hitesh-ramji-javeri
50,VCK Capital Market Services Ltd.,1.66,1.66,-,1.66,1.66,0.48,hitesh-ramji-javeri
51,Howard Hotels Ltd.,-,-,5.21,5.21,5.21,0.38,hitesh-ramji-javeri
52,Garg Furnace Ltd.,3.25,3.25,3.25,3.25,3.25,0.63,hitesh-ramji-javeri
53,Lippi Systems Ltd.,1.05,1.05,1.05,1.05,1.05,0.13,hitesh-ramji-javeri
54,Cindrella Hotels Ltd.,-,1.09,1.09,1.09,1.09,0.20,hitesh-ramji-javeri
1,Dai-Ichi Karkaria Ltd.,4.79,4.79,4.79,4.79,4.79,14.25,hitesh-satishchandra-doshi
2,E.I.D. - Parry (India) Ltd.,3.51,3.51,3.51,3.51,3.57,318.52,hitesh-satishchandra-doshi
3,GOCL Corporation Ltd.,1.78,1.79,1.79,1.79,1.79,28.62,hitesh-satishchandra-doshi
4,Hindustan Oil Exploration Company Ltd.,1.92,1.92,1.93,1.93,1.93,41.99,hitesh-satishchandra-doshi
5,Swelect Energy Systems Ltd.,4.79,-,4.79,4.79,4.79,26.32,hitesh-satishchandra-doshi
6,Uni Abex Alloy Products Ltd.,3.95,3.95,3.95,3.95,3.95,9.33,hitesh-satishchandra-doshi
7,Century Textiles & Industries Ltd.,2.06,2.06,2.06,2.06,2.06,156.54,hitesh-satishchandra-doshi
8,NTC Industries Ltd.,1.56,1.56,1.56,1.56,1.56,1.41,hitesh-satishchandra-doshi
9,Kalyani Investment Company Ltd.,-,1.02,1.02,1.02,1.02,7.97,hitesh-satishchandra-doshi
10,UFO Moviez India Ltd.,-,1.03,1.05,1.05,1.05,2.92,hitesh-satishchandra-doshi
1,Deccan Cements Ltd.,5.79,6.14,-,5.96,5.96,37.41,keswani-haresh
2,Kama Holdings Ltd.,4.87,4.87,4.84,4.80,4.80,385.88,keswani-haresh
3,Nalwa Sons Investments Ltd.,4.76,4.76,4.76,4.76,4.76,51.89,keswani-haresh
4,Uflex Ltd.,4.99,4.81,4.51,4.52,4.52,131.24,keswani-haresh
5,Gujarat Industries Power Company Ltd.,1.11,1.13,-,1.09,1.11,15.66,keswani-haresh
6,J Kumar Infraprojects Ltd.,1.21,-,-,-,-,0,keswani-haresh
7,Consolidated Finvest & Holdings Ltd.,-,-,1.83,-,1.83,6.22,keswani-haresh
1,Omkar Overseas Ltd.,1.18,1.18,1.18,1.18,1.18,0.02,kirti-kantilal-mehta
2,Unishire Urban Infra Ltd.,6.81,-,6.81,-,6.81,0.26,kirti-kantilal-mehta
1,Aimco Pesticides Ltd.,2.50,2.50,2.50,2.50,2.50,2.92,lincoln-p-coelho
